"SecretarialAreaCode","SecretarialAreaTitle","AgencyCode","AgencyTitle","bill","year","type","amount"
"07","Legislative","110","Joint Legislative Audit and Review Commission","1","2023","Total",5856936
"07","Legislative","110","Joint Legislative Audit and Review Commission","1","2024","GF",5627654
"07","Legislative","110","Joint Legislative Audit and Review Commission","1","2024","NGF",129282
"07","Legislative","110","Joint Legislative Audit and Review Commission","1","2024","Total",5756936
"07","Legislative","118","Virginia Coal and Energy Commission","1283","2019","GF",21645
"07","Legislative","118","Virginia Coal and Energy Commission","1283","2019","NGF",0
"07","Legislative","118","Virginia Coal and Energy Commission","1283","2019","Total",21645
"07","Legislative","118","Virginia Coal and Energy Commission","1283","2020","GF",21645
"07","Legislative","118","Virginia Coal and Energy Commission","1283","2020","NGF",0
"07","Legislative","118","Virginia Coal and Energy Commission","1283","2020","Total",21645
"07","Legislative","118","Virginia Coal and Energy Commission","1","2021","GF",21630
"07","Legislative","118","Virginia Coal and Energy Commission","1","2021","NGF",0
"07","Legislative","118","Virginia Coal and Energy Commission","1","2021","Total",21630
"07","Legislative","118","Virginia Coal and Energy Commission","1","2022","GF",21630
"07","Legislative","118","Virginia Coal and Energy Commission","1","2022","NGF",0
"07","Legislative","118","Virginia Coal and Energy Commission","1","2022","Total",21630
"07","Legislative","118","Virginia Coal and Energy Commission","1","2023","GF",0
"07","Legislative","118","Virginia Coal and Energy Commission","1","2023","NGF",0
"07","Legislative","118","Virginia Coal and Energy Commission","1","2023","Total",0
"07","Legislative","118","Virginia Coal and Energy Commission","1","2024","GF",0
"07","Legislative","118","Virginia Coal and Energy Commission","1","2024","NGF",0
"07","Legislative","118","Virginia Coal and Energy Commission","1","2024","Total",0
"07","Legislative","133","Auditor of Public Accounts","1283","2019","GF",12221188
"07","Legislative","133","Auditor of Public Accounts","1283","2019","NGF",1553959
"07","Legislative","133","Auditor of Public Accounts","1283","2019","Total",13775147
"07","Legislative","133","Auditor of Public Accounts","1283","2020","GF",12221188
"07","Legislative","133","Auditor of Public Accounts","1283","2020","NGF",1803959
"07","Legislative","133","Auditor of Public Accounts","1283","2020","Total",14025147
"07","Legislative","133","Auditor of Public Accounts","1","2021","GF",13076429
"07","Legislative","133","Auditor of Public Accounts","1","2021","NGF",1851284
"07","Legislative","133","Auditor of Public Accounts","1","2021","Total",14927713
"07","Legislative","133","Auditor of Public Accounts","1","2022","GF",13076429
"07","Legislative","133","Auditor of Public Accounts","1","2022","NGF",1851284
"07","Legislative","133","Auditor of Public Accounts","1","2022","Total",14927713
"07","Legislative","133","Auditor of Public Accounts","1","2023","GF",13704429
"07","Legislative","133","Auditor of Public Accounts","1","2023","NGF",1933403
"07","Legislative","133","Auditor of Public Accounts","1","2023","Total",15637832
"07","Legislative","133","Auditor of Public Accounts","1","2024","GF",13704429
"07","Legislative","133","Auditor of Public Accounts","1","2024","NGF",1933403
"07","Legislative","133","Auditor of Public Accounts","1","2024","Total",15637832
"07","Legislative","142","Virginia State Crime Commission","1283","2019","GF",802749
"07","Legislative","142","Virginia State Crime Commission","1283","2019","NGF",137653
"07","Legislative","142","Virginia State Crime Commission","1283","2019","Total",940402
"07","Legislative","142","Virginia State Crime Commission","1283","2020","GF",1042749
"07","Legislative","142","Virginia State Crime Commission","1283","2020","NGF",137653
"07","Legislative","142","Virginia State Crime Commission","1283","2020","Total",1180402
"07","Legislative","142","Virginia State Crime Commission","1","2021","GF",1204374
"07","Legislative","142","Virginia State Crime Commission","1","2021","NGF",137594
"07","Legislative","142","Virginia State Crime Commission","1","2021","Total",1341968
"07","Legislative","142","Virginia State Crime Commission","1","2022","GF",1204374
"07","Legislative","142","Virginia State Crime Commission","1","2022","NGF",137594
"07","Legislative","142","Virginia State Crime Commission","1","2022","Total",1341968
"07","Legislative","142","Virginia State Crime Commission","1","2023","GF",1241911
"07","Legislative","142","Virginia State Crime Commission","1","2023","NGF",137542
"07","Legislative","142","Virginia State Crime Commission","1","2023","Total",1379453
"07","Legislative","142","Virginia State Crime Commission","1","2024","GF",1316911
"07","Legislative","142","Virginia State Crime Commission","1","2024","NGF",137542
"07","Legislative","142","Virginia State Crime Commission","1","2024","Total",1454453
"07","Legislative","145","Commissioners for the Promotion of Uniformity of Legislation in the United States","1283","2019","GF",87520
"07","Legislative","145","Commissioners for the Promotion of Uniformity of Legislation in the United States","1283","2019","NGF",0
"07","Legislative","145","Commissioners for the Promotion of Uniformity of Legislation in the United States","1283","2019","Total",87520
"07","Legislative","145","Commissioners for the Promotion of Uniformity of Legislation in the United States","1283","2020","GF",87520
"07","Legislative","145","Commissioners for the Promotion of Uniformity of Legislation in the United States","1283","2020","NGF",0
"07","Legislative","145","Commissioners for the Promotion of Uniformity of Legislation in the United States","1283","2020","Total",87520
"07","Legislative","145","Commissioners for the Promotion of Uniformity of Legislation in the United States","1","2021","GF",87566
"07","Legislative","145","Commissioners for the Promotion of Uniformity of Legislation in the United States","1","2021","NGF",0
"07","Legislative","145","Commissioners for the Promotion of Uniformity of Legislation in the United States","1","2021","Total",87566
"07","Legislative","145","Commissioners for the Promotion of Uniformity of Legislation in the United States","1","2022","GF",87566
"07","Legislative","145","Commissioners for the Promotion of Uniformity of Legislation in the United States","1","2022","NGF",0
"07","Legislative","145","Commissioners for the Promotion of Uniformity of Legislation in the United States","1","2022","Total",87566
"07","Legislative","145","Commissioners for the Promotion of Uniformity of Legislation in the United States","1","2023","GF",87547
"07","Legislative","145","Commissioners for the Promotion of Uniformity of Legislation in the United States","1","2023","NGF",0
"07","Legislative","145","Commissioners for the Promotion of Uniformity of Legislation in the United States","1","2023","Total",87547
"07","Legislative","145","Commissioners for the Promotion of Uniformity of Legislation in the United States","1","2024","GF",87547
"07","Legislative","145","Commissioners for the Promotion of Uniformity of Legislation in the United States","1","2024","NGF",0
"07","Legislative","145","Commissioners for the Promotion of Uniformity of Legislation in the United States","1","2024","Total",87547
"07","Legislative","330","Virginia-Israel Advisory Board","1283","2019","GF",215184
"07","Legislative","330","Virginia-Israel Advisory Board","1283","2019","NGF",0
"07","Legislative","330","Virginia-Israel Advisory Board","1283","2019","Total",215184
"07","Legislative","330","Virginia-Israel Advisory Board","1283","2020","GF",215184
"07","Legislative","330","Virginia-Israel Advisory Board","1283","2020","NGF",0
"07","Legislative","330","Virginia-Israel Advisory Board","1283","2020","Total",215184
"07","Legislative","330","Virginia-Israel Advisory Board","1","2021","GF",219002
"07","Legislative","330","Virginia-Israel Advisory Board","1","2021","NGF",0
"07","Legislative","330","Virginia-Israel Advisory Board","1","2021","Total",219002
"07","Legislative","330","Virginia-Israel Advisory Board","1","2022","GF",219002
"07","Legislative","330","Virginia-Israel Advisory Board","1","2022","NGF",0
"07","Legislative","330","Virginia-Israel Advisory Board","1","2022","Total",219002
"07","Legislative","330","Virginia-Israel Advisory Board","1","2023","GF",277425
"07","Legislative","330","Virginia-Israel Advisory Board","1","2023","NGF",0
"07","Legislative","330","Virginia-Israel Advisory Board","1","2023","Total",277425
"07","Legislative","330","Virginia-Israel Advisory Board","1","2024","GF",227425
"07","Legislative","330","Virginia-Israel Advisory Board","1","2024","NGF",0
"07","Legislative","330","Virginia-Israel Advisory Board","1","2024","Total",227425
"07","Legislative","413","Commission on the Virginia Alcohol Safety Action Program","1283","2019","GF",0
"07","Legislative","413","Commission on the Virginia Alcohol Safety Action Program","1283","2019","NGF",1540045
"07","Legislative","413","Commission on the Virginia Alcohol Safety Action Program","1283","2019","Total",1540045
"07","Legislative","413","Commission on the Virginia Alcohol Safety Action Program","1283","2020","GF",0
"07","Legislative","413","Commission on the Virginia Alcohol Safety Action Program","1283","2020","NGF",1540045
"07","Legislative","413","Commission on the Virginia Alcohol Safety Action Program","1283","2020","Total",1540045
"07","Legislative","413","Commission on the Virginia Alcohol Safety Action Program","1","2021","GF",0
"07","Legislative","413","Commission on the Virginia Alcohol Safety Action Program","1","2021","NGF",1581154
"07","Legislative","413","Commission on the Virginia Alcohol Safety Action Program","1","2021","Total",1581154
"07","Legislative","413","Commission on the Virginia Alcohol Safety Action Program","1","2022","GF",0
"07","Legislative","413","Commission on the Virginia Alcohol Safety Action Program","1","2022","NGF",1581154
"07","Legislative","413","Commission on the Virginia Alcohol Safety Action Program","1","2022","Total",1581154
"07","Legislative","413","Commission on the Virginia Alcohol Safety Action Program","1","2023","GF",0
"07","Legislative","413","Commission on the Virginia Alcohol Safety Action Program","1","2023","NGF",2550431
"07","Legislative","413","Commission on the Virginia Alcohol Safety Action Program","1","2023","Total",2550431
"07","Legislative","413","Commission on the Virginia Alcohol Safety Action Program","1","2024","GF",0
"07","Legislative","413","Commission on the Virginia Alcohol Safety Action Program","1","2024","NGF",2550431
"07","Legislative","413","Commission on the Virginia Alcohol Safety Action Program","1","2024","Total",2550431
"07","Legislative","820","Capitol Square Preservation Council","1283","2019","GF",221297
"07","Legislative","820","Capitol Square Preservation Council","1283","2019","NGF",0
"07","Legislative","820","Capitol Square Preservation Council","1283","2019","Total",221297
"07","Legislative","820","Capitol Square Preservation Council","1283","2020","GF",221297
"07","Legislative","820","Capitol Square Preservation Council","1283","2020","NGF",0
"07","Legislative","820","Capitol Square Preservation Council","1283","2020","Total",221297
"07","Legislative","820","Capitol Square Preservation Council","1","2021","GF",167162
"07","Legislative","820","Capitol Square Preservation Council","1","2021","NGF",0
"07","Legislative","820","Capitol Square Preservation Council","1","2021","Total",167162
"07","Legislative","820","Capitol Square Preservation Council","1","2022","GF",217162
"07","Legislative","820","Capitol Square Preservation Council","1","2022","NGF",0
"07","Legislative","820","Capitol Square Preservation Council","1","2022","Total",217162
"07","Legislative","820","Capitol Square Preservation Council","1","2023","GF",224081
"07","Legislative","820","Capitol Square Preservation Council","1","2023","NGF",0
"07","Legislative","820","Capitol Square Preservation Council","1","2023","Total",224081
"07","Legislative","820","Capitol Square Preservation Council","1","2024","GF",224081
"07","Legislative","820","Capitol Square Preservation Council","1","2024","NGF",0
"07","Legislative","820","Capitol Square Preservation Council","1","2024","Total",224081
"07","Legislative","834","Virginia Freedom of Information Advisory Council","1283","2019","GF",208260
"07","Legislative","834","Virginia Freedom of Information Advisory Council","1283","2019","NGF",0
"07","Legislative","834","Virginia Freedom of Information Advisory Council","1283","2019","Total",208260
"07","Legislative","834","Virginia Freedom of Information Advisory Council","1283","2020","GF",208260
"07","Legislative","834","Virginia Freedom of Information Advisory Council","1283","2020","NGF",0
"07","Legislative","834","Virginia Freedom of Information Advisory Council","1283","2020","Total",208260
"07","Legislative","834","Virginia Freedom of Information Advisory Council","1","2021","GF",216456
"07","Legislative","834","Virginia Freedom of Information Advisory Council","1","2021","NGF",0
"07","Legislative","834","Virginia Freedom of Information Advisory Council","1","2021","Total",216456
"07","Legislative","834","Virginia Freedom of Information Advisory Council","1","2022","GF",216456
"07","Legislative","834","Virginia Freedom of Information Advisory Council","1","2022","NGF",0
"07","Legislative","834","Virginia Freedom of Information Advisory Council","1","2022","Total",216456
"07","Legislative","834","Virginia Freedom of Information Advisory Council","1","2023","GF",245803
"07","Legislative","834","Virginia Freedom of Information Advisory Council","1","2023","NGF",0
"07","Legislative","834","Virginia Freedom of Information Advisory Council","1","2023","Total",245803
"07","Legislative","834","Virginia Freedom of Information Advisory Council","1","2024","GF",245803
"07","Legislative","834","Virginia Freedom of Information Advisory Council","1","2024","NGF",0
"07","Legislative","834","Virginia Freedom of Information Advisory Council","1","2024","Total",245803
"07","Legislative","837","Virginia Disability Commission","1283","2019","GF",25647
"07","Legislative","837","Virginia Disability Commission","1283","2019","NGF",0
"07","Legislative","837","Virginia Disability Commission","1283","2019","Total",25647
"07","Legislative","837","Virginia Disability Commission","1283","2020","GF",25647
"07","Legislative","837","Virginia Disability Commission","1283","2020","NGF",0
"07","Legislative","837","Virginia Disability Commission","1283","2020","Total",25647
"07","Legislative","837","Virginia Disability Commission","1","2021","GF",25802
"07","Legislative","837","Virginia Disability Commission","1","2021","NGF",0
"07","Legislative","837","Virginia Disability Commission","1","2021","Total",25802
"07","Legislative","837","Virginia Disability Commission","1","2022","GF",25802
"07","Legislative","837","Virginia Disability Commission","1","2022","NGF",0
"07","Legislative","837","Virginia Disability Commission","1","2022","Total",25802
"07","Legislative","837","Virginia Disability Commission","1","2023","GF",0
"07","Legislative","837","Virginia Disability Commission","1","2023","NGF",0
"07","Legislative","837","Virginia Disability Commission","1","2023","Total",0
"07","Legislative","837","Virginia Disability Commission","1","2024","GF",0
"07","Legislative","837","Virginia Disability Commission","1","2024","NGF",0
"07","Legislative","837","Virginia Disability Commission","1","2024","Total",0
"07","Legislative","839","Virginia Commission on Youth","1283","2019","GF",355201
"07","Legislative","839","Virginia Commission on Youth","1283","2019","NGF",0
"07","Legislative","839","Virginia Commission on Youth","1283","2019","Total",355201
"07","Legislative","839","Virginia Commission on Youth","1283","2020","GF",355201
"07","Legislative","839","Virginia Commission on Youth","1283","2020","NGF",0
"07","Legislative","839","Virginia Commission on Youth","1283","2020","Total",355201
"07","Legislative","839","Virginia Commission on Youth","1","2021","GF",369344
"07","Legislative","839","Virginia Commission on Youth","1","2021","NGF",0
"07","Legislative","839","Virginia Commission on Youth","1","2021","Total",369344
"07","Legislative","839","Virginia Commission on Youth","1","2022","GF",369344
"07","Legislative","839","Virginia Commission on Youth","1","2022","NGF",0
"07","Legislative","839","Virginia Commission on Youth","1","2022","Total",369344
"07","Legislative","839","Virginia Commission on Youth","1","2023","GF",383652
"07","Legislative","839","Virginia Commission on Youth","1","2023","NGF",0
"07","Legislative","839","Virginia Commission on Youth","1","2023","Total",383652
"07","Legislative","839","Virginia Commission on Youth","1","2024","GF",383652
"07","Legislative","839","Virginia Commission on Youth","1","2024","NGF",0
"07","Legislative","839","Virginia Commission on Youth","1","2024","Total",383652
"07","Legislative","840","Virginia Housing Commission","1283","2019","GF",21265
"07","Legislative","840","Virginia Housing Commission","1283","2019","NGF",0
"07","Legislative","840","Virginia Housing Commission","1283","2019","Total",21265
"07","Legislative","840","Virginia Housing Commission","1283","2020","GF",21265
"07","Legislative","840","Virginia Housing Commission","1283","2020","NGF",0
"07","Legislative","840","Virginia Housing Commission","1283","2020","Total",21265
"07","Legislative","840","Virginia Housing Commission","1","2021","GF",21152
"07","Legislative","840","Virginia Housing Commission","1","2021","NGF",0
"07","Legislative","840","Virginia Housing Commission","1","2021","Total",21152
"07","Legislative","840","Virginia Housing Commission","1","2022","GF",21152
"07","Legislative","840","Virginia Housing Commission","1","2022","NGF",0
"07","Legislative","840","Virginia Housing Commission","1","2022","Total",21152
"07","Legislative","840","Virginia Housing Commission","1","2023","GF",417624
"07","Legislative","840","Virginia Housing Commission","1","2023","NGF",0
"07","Legislative","840","Virginia Housing Commission","1","2023","Total",417624
"07","Legislative","840","Virginia Housing Commission","1","2024","GF",423874
"07","Legislative","840","Virginia Housing Commission","1","2024","NGF",0
"07","Legislative","840","Virginia Housing Commission","1","2024","Total",423874
"07","Legislative","842","Chesapeake Bay Commission","1283","2019","GF",332368
"07","Legislative","842","Chesapeake Bay Commission","1283","2019","NGF",0
"07","Legislative","842","Chesapeake Bay Commission","1283","2019","Total",332368
"07","Legislative","842","Chesapeake Bay Commission","1283","2020","GF",332368
"07","Legislative","842","Chesapeake Bay Commission","1283","2020","NGF",0
"07","Legislative","842","Chesapeake Bay Commission","1283","2020","Total",332368
"07","Legislative","842","Chesapeake Bay Commission","1","2021","GF",337309
"07","Legislative","842","Chesapeake Bay Commission","1","2021","NGF",0
"07","Legislative","842","Chesapeake Bay Commission","1","2021","Total",337309
"07","Legislative","842","Chesapeake Bay Commission","1","2022","GF",337309
"07","Legislative","842","Chesapeake Bay Commission","1","2022","NGF",0
"07","Legislative","842","Chesapeake Bay Commission","1","2022","Total",337309
"07","Legislative","842","Chesapeake Bay Commission","1","2023","GF",343630
"07","Legislative","842","Chesapeake Bay Commission","1","2023","NGF",0
"07","Legislative","842","Chesapeake Bay Commission","1","2023","Total",343630
"07","Legislative","842","Chesapeake Bay Commission","1","2024","GF",343630
"07","Legislative","842","Chesapeake Bay Commission","1","2024","NGF",0
"07","Legislative","842","Chesapeake Bay Commission","1","2024","Total",343630
"07","Legislative","844","Joint Commission on Health Care","1283","2019","GF",779133
"07","Legislative","844","Joint Commission on Health Care","1283","2019","NGF",0
"07","Legislative","844","Joint Commission on Health Care","1283","2019","Total",779133
"07","Legislative","844","Joint Commission on Health Care","1283","2020","GF",779133
"07","Legislative","844","Joint Commission on Health Care","1283","2020","NGF",0
"07","Legislative","844","Joint Commission on Health Care","1283","2020","Total",779133
"07","Legislative","844","Joint Commission on Health Care","1","2021","GF",795343
"07","Legislative","844","Joint Commission on Health Care","1","2021","NGF",0
"07","Legislative","844","Joint Commission on Health Care","1","2021","Total",795343
"07","Legislative","844","Joint Commission on Health Care","1","2022","GF",795343
"07","Legislative","844","Joint Commission on Health Care","1","2022","NGF",0
"07","Legislative","844","Joint Commission on Health Care","1","2022","Total",795343
"07","Legislative","844","Joint Commission on Health Care","1","2023","GF",981532
"07","Legislative","844","Joint Commission on Health Care","1","2023","NGF",0
"07","Legislative","844","Joint Commission on Health Care","1","2023","Total",981532
"07","Legislative","844","Joint Commission on Health Care","1","2024","GF",981532
"07","Legislative","844","Joint Commission on Health Care","1","2024","NGF",0
"07","Legislative","844","Joint Commission on Health Care","1","2024","Total",981532
"07","Legislative","845","Dr. Martin Luther King, Jr. Memorial Commission","1283","2019","GF",50763
"07","Legislative","845","Dr. Martin Luther King, Jr. Memorial Commission","1283","2019","NGF",0
"07","Legislative","845","Dr. Martin Luther King, Jr. Memorial Commission","1283","2019","Total",50763
"07","Legislative","845","Dr. Martin Luther King, Jr. Memorial Commission","1283","2020","GF",50763
"07","Legislative","845","Dr. Martin Luther King, Jr. Memorial Commission","1283","2020","NGF",0
"07","Legislative","845","Dr. Martin Luther King, Jr. Memorial Commission","1283","2020","Total",50763
"07","Legislative","845","Dr. Martin Luther King, Jr. Memorial Commission","1","2021","GF",150643
"07","Legislative","845","Dr. Martin Luther King, Jr. Memorial Commission","1","2021","NGF",0
"07","Legislative","845","Dr. Martin Luther King, Jr. Memorial Commission","1","2021","Total",150643
"07","Legislative","845","Dr. Martin Luther King, Jr. Memorial Commission","1","2022","GF",100643
"07","Legislative","845","Dr. Martin Luther King, Jr. Memorial Commission","1","2022","NGF",0
"07","Legislative","845","Dr. Martin Luther King, Jr. Memorial Commission","1","2022","Total",100643
"07","Legislative","845","Dr. Martin Luther King, Jr. Memorial Commission","1","2023","GF",100659
"07","Legislative","845","Dr. Martin Luther King, Jr. Memorial Commission","1","2023","NGF",0
"07","Legislative","845","Dr. Martin Luther King, Jr. Memorial Commission","1","2023","Total",100659
"07","Legislative","845","Dr. Martin Luther King, Jr. Memorial Commission","1","2024","GF",100659
"07","Legislative","845","Dr. Martin Luther King, Jr. Memorial Commission","1","2024","NGF",0
"07","Legislative","845","Dr. Martin Luther King, Jr. Memorial Commission","1","2024","Total",100659
"07","Legislative","847","Joint Commission on Technology and Science","1283","2019","GF",222993
"07","Legislative","847","Joint Commission on Technology and Science","1283","2019","NGF",0
"07","Legislative","847","Joint Commission on Technology and Science","1283","2019","Total",222993
"07","Legislative","847","Joint Commission on Technology and Science","1283","2020","GF",222993
"07","Legislative","847","Joint Commission on Technology and Science","1283","2020","NGF",0
"07","Legislative","847","Joint Commission on Technology and Science","1283","2020","Total",222993
"07","Legislative","847","Joint Commission on Technology and Science","1","2021","GF",352514
"07","Legislative","847","Joint Commission on Technology and Science","1","2021","NGF",0
"07","Legislative","847","Joint Commission on Technology and Science","1","2021","Total",352514
"07","Legislative","847","Joint Commission on Technology and Science","1","2022","GF",227514
"07","Legislative","847","Joint Commission on Technology and Science","1","2022","NGF",0
"07","Legislative","847","Joint Commission on Technology and Science","1","2022","Total",227514
"07","Legislative","847","Joint Commission on Technology and Science","1","2023","GF",232887
"07","Legislative","847","Joint Commission on Technology and Science","1","2023","NGF",0
"07","Legislative","847","Joint Commission on Technology and Science","1","2023","Total",232887
"07","Legislative","847","Joint Commission on Technology and Science","1","2024","GF",232887
"07","Legislative","847","Joint Commission on Technology and Science","1","2024","NGF",0
"07","Legislative","847","Joint Commission on Technology and Science","1","2024","Total",232887
"07","Legislative","858","Brown v. Board of Education Scholarship Committee","1283","2019","GF",25339
"07","Legislative","858","Brown v. Board of Education Scholarship Committee","1283","2019","NGF",0
"07","Legislative","858","Brown v. Board of Education Scholarship Committee","1283","2019","Total",25339
"07","Legislative","858","Brown v. Board of Education Scholarship Committee","1283","2020","GF",25339
"07","Legislative","858","Brown v. Board of Education Scholarship Committee","1283","2020","NGF",0
"07","Legislative","858","Brown v. Board of Education Scholarship Committee","1283","2020","Total",25339
"07","Legislative","858","Brown v. Board of Education Scholarship Committee","1","2021","GF",25363
"07","Legislative","858","Brown v. Board of Education Scholarship Committee","1","2021","NGF",0
"07","Legislative","858","Brown v. Board of Education Scholarship Committee","1","2021","Total",25363
"07","Legislative","858","Brown v. Board of Education Scholarship Committee","1","2022","GF",25363
"07","Legislative","858","Brown v. Board of Education Scholarship Committee","1","2022","NGF",0
"07","Legislative","858","Brown v. Board of Education Scholarship Committee","1","2022","Total",25363
"07","Legislative","858","Brown v. Board of Education Scholarship Committee","1","2023","GF",25358
"07","Legislative","858","Brown v. Board of Education Scholarship Committee","1","2023","NGF",0
"07","Legislative","858","Brown v. Board of Education Scholarship Committee","1","2023","Total",25358
"07","Legislative","858","Brown v. Board of Education Scholarship Committee","1","2024","GF",25358
"07","Legislative","858","Brown v. Board of Education Scholarship Committee","1","2024","NGF",0
"07","Legislative","858","Brown v. Board of Education Scholarship Committee","1","2024","Total",25358
"07","Legislative","860","Commission on Unemployment Compensation","1283","2019","GF",6072
"07","Legislative","860","Commission on Unemployment Compensation","1283","2019","NGF",0
"07","Legislative","860","Commission on Unemployment Compensation","1283","2019","Total",6072
"07","Legislative","860","Commission on Unemployment Compensation","1283","2020","GF",6072
"07","Legislative","860","Commission on Unemployment Compensation","1283","2020","NGF",0
"07","Legislative","860","Commission on Unemployment Compensation","1283","2020","Total",6072
"07","Legislative","860","Commission on Unemployment Compensation","1","2021","GF",6052
"07","Legislative","860","Commission on Unemployment Compensation","1","2021","NGF",0
"07","Legislative","860","Commission on Unemployment Compensation","1","2021","Total",6052
"07","Legislative","860","Commission on Unemployment Compensation","1","2022","GF",6052
"07","Legislative","860","Commission on Unemployment Compensation","1","2022","NGF",0
"07","Legislative","860","Commission on Unemployment Compensation","1","2022","Total",6052
"07","Legislative","860","Commission on Unemployment Compensation","1","2023","GF",0
"07","Legislative","860","Commission on Unemployment Compensation","1","2023","NGF",0
"07","Legislative","860","Commission on Unemployment Compensation","1","2023","Total",0
"07","Legislative","860","Commission on Unemployment Compensation","1","2024","GF",0
"07","Legislative","860","Commission on Unemployment Compensation","1","2024","NGF",0
"07","Legislative","860","Commission on Unemployment Compensation","1","2024","Total",0
"07","Legislative","862","Small Business Commission","1283","2019","GF",15261
"07","Legislative","862","Small Business Commission","1283","2019","NGF",0
"07","Legislative","862","Small Business Commission","1283","2019","Total",15261
"07","Legislative","862","Small Business Commission","1283","2020","GF",15261
"07","Legislative","862","Small Business Commission","1283","2020","NGF",0
"07","Legislative","862","Small Business Commission","1283","2020","Total",15261
"07","Legislative","862","Small Business Commission","1","2021","GF",15191
"07","Legislative","862","Small Business Commission","1","2021","NGF",0
"07","Legislative","862","Small Business Commission","1","2021","Total",15191
"07","Legislative","862","Small Business Commission","1","2022","GF",15191
"07","Legislative","862","Small Business Commission","1","2022","NGF",0
"07","Legislative","862","Small Business Commission","1","2022","Total",15191
"07","Legislative","862","Small Business Commission","1","2023","GF",0
"07","Legislative","862","Small Business Commission","1","2023","NGF",0
"07","Legislative","862","Small Business Commission","1","2023","Total",0
"07","Legislative","862","Small Business Commission","1","2024","GF",0
"07","Legislative","862","Small Business Commission","1","2024","NGF",0
"07","Legislative","862","Small Business Commission","1","2024","Total",0
"07","Legislative","863","Commission on Electric Utility Regulation","1283","2019","GF",10015
"07","Legislative","863","Commission on Electric Utility Regulation","1283","2019","NGF",0
"07","Legislative","863","Commission on Electric Utility Regulation","1283","2019","Total",10015
"07","Legislative","863","Commission on Electric Utility Regulation","1283","2020","GF",10015
"07","Legislative","863","Commission on Electric Utility Regulation","1283","2020","NGF",0
"07","Legislative","863","Commission on Electric Utility Regulation","1283","2020","Total",10015
"07","Legislative","863","Commission on Electric Utility Regulation","1","2021","GF",10013
"07","Legislative","863","Commission on Electric Utility Regulation","1","2021","NGF",0
"07","Legislative","863","Commission on Electric Utility Regulation","1","2021","Total",10013
"07","Legislative","863","Commission on Electric Utility Regulation","1","2022","GF",10013
"07","Legislative","863","Commission on Electric Utility Regulation","1","2022","NGF",0
"07","Legislative","863","Commission on Electric Utility Regulation","1","2022","Total",10013
"07","Legislative","863","Commission on Electric Utility Regulation","1","2023","GF",0
"07","Legislative","863","Commission on Electric Utility Regulation","1","2023","NGF",0
"07","Legislative","863","Commission on Electric Utility Regulation","1","2023","Total",0
"07","Legislative","863","Commission on Electric Utility Regulation","1","2024","GF",345525
"07","Legislative","863","Commission on Electric Utility Regulation","1","2024","NGF",0
"07","Legislative","863","Commission on Electric Utility Regulation","1","2024","Total",345525
"07","Legislative","864","Manufacturing Development Commission","1283","2019","GF",12158
"07","Legislative","864","Manufacturing Development Commission","1283","2019","NGF",0
"07","Legislative","864","Manufacturing Development Commission","1283","2019","Total",12158
"07","Legislative","864","Manufacturing Development Commission","1283","2020","GF",12158
"07","Legislative","864","Manufacturing Development Commission","1283","2020","NGF",0
"07","Legislative","864","Manufacturing Development Commission","1283","2020","Total",12158
"07","Legislative","864","Manufacturing Development Commission","1","2021","GF",12039
"07","Legislative","864","Manufacturing Development Commission","1","2021","NGF",0
"07","Legislative","864","Manufacturing Development Commission","1","2021","Total",12039
"07","Legislative","864","Manufacturing Development Commission","1","2022","GF",12039
"07","Legislative","864","Manufacturing Development Commission","1","2022","NGF",0
"07","Legislative","864","Manufacturing Development Commission","1","2022","Total",12039
"07","Legislative","864","Manufacturing Development Commission","1","2023","GF",0
"07","Legislative","864","Manufacturing Development Commission","1","2023","NGF",0
"07","Legislative","864","Manufacturing Development Commission","1","2023","Total",0
"07","Legislative","864","Manufacturing Development Commission","1","2024","GF",0
"07","Legislative","864","Manufacturing Development Commission","1","2024","NGF",0
"07","Legislative","864","Manufacturing Development Commission","1","2024","Total",0
"07","Legislative","865","Joint Commission on Administrative Rules","1283","2019","GF",10015
"07","Legislative","865","Joint Commission on Administrative Rules","1283","2019","NGF",0
"07","Legislative","865","Joint Commission on Administrative Rules","1283","2019","Total",10015
"07","Legislative","865","Joint Commission on Administrative Rules","1283","2020","GF",10015
"07","Legislative","865","Joint Commission on Administrative Rules","1283","2020","NGF",0
"07","Legislative","865","Joint Commission on Administrative Rules","1283","2020","Total",10015
"07","Legislative","865","Joint Commission on Administrative Rules","1","2021","GF",10090
"07","Legislative","865","Joint Commission on Administrative Rules","1","2021","NGF",0
"07","Legislative","865","Joint Commission on Administrative Rules","1","2021","Total",10090
"07","Legislative","865","Joint Commission on Administrative Rules","1","2022","GF",10090
"07","Legislative","865","Joint Commission on Administrative Rules","1","2022","NGF",0
"07","Legislative","865","Joint Commission on Administrative Rules","1","2022","Total",10090
"07","Legislative","865","Joint Commission on Administrative Rules","1","2023","GF",0
"07","Legislative","865","Joint Commission on Administrative Rules","1","2023","NGF",0
"07","Legislative","865","Joint Commission on Administrative Rules","1","2023","Total",0
"07","Legislative","865","Joint Commission on Administrative Rules","1","2024","GF",0
"07","Legislative","865","Joint Commission on Administrative Rules","1","2024","NGF",0
"07","Legislative","865","Joint Commission on Administrative Rules","1","2024","Total",0
"07","Legislative","871","Autism Advisory Council","1283","2019","GF",6475
